start_id,end_id,type
C1511760,C5690837,BE_SEEN_IN
C1511760,C0085756,BE_SEEN_IN
C0017337,C0205082,BE_CAUSE_OF
C0019046,C0009170,BE_COMPOSED_OF
C0019046,C0014792,HAVE_EFFECT_ON
C0019026,C0013855,DETECT_BY
C0227088,C0014792,HAVE_EFFECT_ON
C0227088,C0013855,DETECT_BY
C0039730,C0596611,ETIOLOGY_IS
C0596611,C0033414,BE_TYPE
C0039730,C0027361,BE_SEEN_IN
C0039730,C0240321,BE_SEEN_IN
C0017337,C0008653,BE_LOCATED_ON
C0026882,C0033268,BE_CAUSE_OF
C0026882,C0033268,BE_CAUSE_OF
C0039730,C0012634,BE_TYPE
C0442805,C0039730,FEATURE_OF
C0014792,C2238079,DETECT_BY
C0221284,C2238079,DETECT_BY
C0392756,C0344440,DETECT_BY
C0205217,C0344440,DETECT_BY
C0205217,C0344440,DETECT_BY
C0002875,C0012634,BE
C0002875,C0205082,MANIFEST_AS
C0227088,C0205082,PROTECT_FROM
C1412304,C0025255,HAVE_EFFECT_ON
C1412304,C1280519,LEAD_TO_EMERGENCE_OF
C1412304,C0312854,LEAD_TO_EMERGENCE_OF
C0312854,C0015252,MECHANISM_IS
C0014800,C0007595,LEAD_TO_EMERGENCE_OF
C0014800,C0007595,LEAD_TO_EMERGENCE_OF
C0014800,C0018952,LEAD_TO_EMERGENCE_OF
C0018952,C0019214,OFTEN_ASSOCIATED_WITH
C0029433,C0233426,LEAD_TO_EMERGENCE_OF
C0085273,C0302111,RISK_FACTOR_FOR
C0085273,C0014802,INFECT
C0005841,C0238158,RISK_FACTOR_FOR
C0018553,C0444186,VISUALIZE_BY
C4698769,C0444186,VISUALIZE_BY
C0221284,C0444186,VISUALIZE_BY
C0014762,C0444186,VISUALIZE_BY
C0019016,C0013855,VISUALIZE_BY
C0015936,C0013855,VISUALIZE_BY
C0483202,C0002886,BE_EVIDENT_IN
C0002871,C0285131,OFTEN_ASSOCIATED_WITH
C0002871,C0016412,ETIOLOGY_IS
C0002871,C0376286,ETIOLOGY_IS
C0002871,C0002888,REFER_TO_AS
C0002888,C0016412,ETIOLOGY_IS
C0002888,C0376286,ETIOLOGY_IS
C0450596,C1709634,BE_NEEDED_FOR
C0178638,C2939773,CIRCULATE_AS
C0015252,C1709634,BE_NEEDED_FOR
C0596922,C0042845,BE_TRANSFERRED_TO
C0042890,C0019878,BE_TRANSFERRED_TO
C0332268,C1709634,HAVE_EFFECT_ON
C1709634,C0002888,LEAD_TO_EMERGENCE_OF
C1709634,C0483202,BE_CAUSE_OF
C0002888,C0221908,BE_SEEN_IN
C0001973,C0002886,BE_CAUSE_OF
C0023895,C0002886,BE_CAUSE_OF
C0013227,C0002886,BE_CAUSE_OF
C0042440,C0012155,BE_SOURCE_OF
C0016767,C0012155,BE_SOURCE_OF
C0012155,C0022378,LOCATE_IN
C0547040,C0016412,BE_CAUSE_OF
C0588012,C0016412,BE_CAUSE_OF
C0442805,C0016412,BE_CAUSE_OF
C0016411,C0016412,BE_CAUSE_OF
C0588012,C0687725,BE_COMMON_IN
C0588012,C0001792,BE_COMMON_IN
C0032961,C0442805,BE_CAUSE_OF
C0006826,C0442805,BE_CAUSE_OF
C0002878,C0442805,BE_CAUSE_OF
C0025677,C0016411,BE_TYPE
C0025677,C0039667,HAVE_EFFECT_ON
C0042890,C0014442,SECRETE_BY
C0042890,C0034481,BE_AFFECTED
C0002871,C0376286,BE_COMMON_CAUSES_OF
C0030559,C0227230,LOCATE_IN
C0030293,C0376286,BE_CAUSE_OF
C0010957,C0376286,BE_CAUSE_OF
C0010346,C0010957,BE_CAUSE_OF
C0012564,C0010957,BE_CAUSE_OF
C0042845,C0333052,BE_COFACTOR_FOR
C0333052,C0596563,ROLE_IN
C0376286,C0442805,BE_CAUSE_OF
C0442805,C0037925,HAVE_EFFECT_ON
C0010957,C0033499,BE_CAUSE_OF
C0010957,C0234198,BE_CAUSE_OF
C0010957,C0747265,BE_CAUSE_OF
C0033499,C0228576,BE_EVIDENT_IN
C0234198,C0228576,BE_EVIDENT_IN
C0747265,C0152402,BE_EVIDENT_IN
C0019878,C0016412,SIMILAR_TO
C0019878,C0040053,RISK_FACTOR_FOR
C0018553,C0007634,BE
C0018553,C0007634,BE
C0010834,C1609982,BASIS_IS
C0205307,C0123759,BE
C0376558,C0439228,BE
C1167159,C0002871,BE_ELEVATED_IN
C0392756,C0205250,BE_CAUSE_OF
C0205202,C5420133,BE_INDICATIVE_OF
C0205202,C1261381,BE_INDICATIVE_OF
C0205202,C5420133,BE_INDICATIVE_OF
C0205202,C0033268,BE_INDICATIVE_OF
C0019054,C1261381,BE_TYPE
C0019054,C0312854,GROUP_INTO
C0019054,C0235574,GROUP_INTO
C0312854,C0002871,LEAD_TO_EMERGENCE_OF
C0235574,C0002871,LEAD_TO_EMERGENCE_OF
C0002871,C5420133,BE_OFTEN_ASSOCIATED_WITH
C1261381,C0312854,FEATURE_OF
C0035287,C1261381,MEDIATE
C0035287,C0024432,BE_COMPOSED_OF
C0024432,C0037993,LOCATE_IN
C0024432,C0023884,LOCATE_IN
C0024432,C0024204,LOCATE_IN
C0024432,C0014792,DEGRADE
C0024432,C0008721,DEGRADE
C0017645,C0002520,DEGRADE
C0018966,C0302583,DEGRADE
C0018966,C0033733,DEGRADE
C0033733,C0301719,DEGRADE
C0301719,C0023884,BE_TRANSFERRED_TO
C0023884,C1160466,BE_SITE_OF
C0023884,C0221102,BE_SITE_OF
C0002871,C0038002,MANIFESTATION
C0002871,C0022346,MANIFESTATION
C0022346,C0301719,ETIOLOGY_IS
C0301719,C0023449,RISK_FACTOR_FOR
C0005959,C0750480,BE_OFTEN_ASSOCIATED_WITH
C0302583,C0019113,TURN_INTO
C0552639,C2721579,LEAD_TO_EMERGENCE_OF
C0439660,C0010853,ETIOLOGY_IS
C0010853,C0051926,OFTEN_INVOLVE
C0010853,C0037799,OFTEN_INVOLVE
C0010853,C0227088,OFTEN_INVOLVE
C0025255,C0037888,BE_CAUSE_OF
C0037888,C0002871,LEAD_TO_EMERGENCE_OF
C0312854,C0023449,RISK_FACTOR_FOR
C0085273,C0302111,RISK_FACTOR_FOR
C0085273,C0014802,INFECT
C0442805,C0029392,DETECT_BY
C0442805,C0020677,BE_EVIDENT_IN
C0002871,C0037995,TREATMENT_IS
C0020058,C0332255,BE_COMPOSED_OF
C0332255,C0014792,LOCATE_IN
C0441748,C0544483,LOCATE_IN
C0061472,C0475370,BE_TYPE
C0042285,C0598629,BE_TYPE
C0017337,C0001898,PROTECT_FROM
C0002895,C0205307,ARISE_BY
C0002895,C0018553,BE_EVIDENT_IN
C0032521,C0221283,TURN_INTO
C0700292,C0035647,MAY_INCREASE
C0011175,C0035647,MAY_INCREASE
C0001122,C0035647,MAY_INCREASE
C0015936,C0221283,PROTECT_FROM
C0020402,C0441889,UPREGULATE
C0221283,C0010957,BE_CAUSE_OF
C0010957,C0002871,BE_CAUSE_OF
C0010957,C0268306,BE_CAUSE_OF
C0010957,C0035647,MAY_INCREASE
C0010957,C0019054,BE_CAUSE_OF
C0392756,C0019054,FEATURE_OF
C0007634,C0019054,FEATURE_OF
C0007595,C0037303,EXTEND_TO
C0007595,C0015455,EXTEND_TO
C0018952,C0019209,BE_OFTEN_ASSOCIATED_WITH
C0086776,C0014802,INFECT
C1709634,C0302111,RISK_FACTOR_FOR
C0221283,C0001168,BE_CAUSE_OF
C0009778,C0005931,ETIOLOGY_IS
C0009778,C0021270,BE_COMMON_IN
C0009778,C0029235,MAY_INCREASE
C0038410,C0178784,BE_TYPE
C0018483,C0178784,BE_TYPE
C0178784,C0011065,BE_COMMON_CAUSES_OF
C0020058,C2238079,BE_SEEN_IN
C0022667,C0473237,BE_CAUSE_OF
C0022667,C0033687,BE_CAUSE_OF
C0037054,C0205307,BE
C0037054,C0018553,BE_CAUSE_OF
C0242184,C0221283,BE_CAUSE_OF
C0026826,C0221283,BE_CAUSE_OF
C0221283,C0021308,BE_CAUSE_OF
C0021308,C0239937,BE_CAUSE_OF
C0021308,C0392756,BE_CAUSE_OF
C0221283,C2238079,BE_SEEN_IN
C0221284,C2238079,BE_SEEN_IN
C0221283,C0002895,BE_SEEN_IN
C0221284,C0002895,BE_SEEN_IN
C0183185,C0012634,BE_POSITIVE_IN
C0183185,C0599883,BE_POSITIVE_IN
C0013855,C0392148,USEFUL_IN
C0013855,C0332285,USEFUL_IN
C0020058,C0014792,RETAIN_IN
C0012634,C0019043,BE_COMPOSED_OF
C0012634,C0015936,BE_COMPOSED_OF
C0012634,C0019016,BE_COMPOSED_OF
C0599883,C0019016,BE_COMPOSED_OF
C0599883,C0019043,BE_COMPOSED_OF
C0599883,C1415478,BE_COMPOSED_OF
C0441748,C0544483,LOCATE_IN
C0061472,C0024337,TURN_INTO
C0312854,C0002871,BE_CAUSE_OF
C1521970,C0014792,BE_SEEN_IN
C1521970,C2238079,BE_SEEN_IN
C0439661,C0596993,LOCATE_IN
C0439661,C0061688,BE_CAUSE_OF
C0007634,C0009498,SUSCEPTIBLE_TO
C0108793,C0007634,LOCATE_IN
C0108793,C0010957,PROTECT_FROM
C0108793,C0009507,HAVE_EFFECT_ON
C0108793,C0007603,LOCATE_IN
C0108793,C0017759,DEPEND_ON
C0017759,C0521164,BE_TYPE
C0332285,C0332285,BE_CAUSE_OF
C0007634,C0010957,SUSCEPTIBLE_TO
C0235574,C0014060,OCCUR_IN
C0001127,C0009498,BE_TRIGGER_FOR
C0235574,C0235573,LEAD_TO_EMERGENCE_OF
C0235574,C0019048,LEAD_TO_EMERGENCE_OF
C2721579,C0019054,BE_SEEN_IN
C0038636,C0012634,USEFUL_IN
C0430257,C1456348,BE_TYPE
C0016263,C1456348,BE_TYPE
C0332268,C0430257,DETECT_BY
C0332268,C0016263,DETECT_BY
C0009170,C0005773,BE_LOCATED_ON
C0006104,C0011065,BE_CAUSE_OF
C0010834,C0005775,MOVE_INTO
C0010834,C0040053,INDUCE_PRODUCTION_OF
C0008721,C0162316,BE_CAUSE_OF
C0023467,C0030705,OCCUR_IN
C1845977,C0392756,ARISE_BY
C0007634,C0242606,SUSCEPTIBLE_TO
C0014792,C0242606,BE_AFFECTED
C0017817,C0003402,BE
C0027303,C0392756,BE_NEEDED_FOR
C0027303,C0017757,ARISE_BY
C0017757,C0027303,HAVE_EFFECT_ON
C0027303,C0392756,HAVE_EFFECT_ON
C0392756,C5392203,HAVE_EFFECT_ON
C5392203,C0235574,BE_CAUSE_OF
C2939465,C0205419,BE_TYPE
C0027567,C0017757,BE_TYPE
C0027567,C0392756,ARISE_BY
C0235574,C0242606,OFTEN_ASSOCIATED_WITH
C0240321,C0392756,BE_CAUSE_OF
C0392756,C0235574,BE_CAUSE_OF
C0235574,C0242606,BE_OFTEN_ASSOCIATED_WITH
C0033613,C0205250,BE_CAUSE_OF
C0033613,C0001898,PROTECT_FROM
C0242606,C0018871,LEAD_TO_EMERGENCE_OF
C0019046,C0018871,TURN_INTO
C0851162,C0242606,BE_TRIGGER_FOR
C0013227,C0242606,BE_TRIGGER_FOR
C0033126,C0013227,BE_TYPE
C0599503,C0013227,BE_TYPE
C0010980,C0013227,BE_TYPE
C0330788,C0242606,BE_TRIGGER_FOR
C0024432,C0018871,DEGRADE
C0014792,C0427483,TURN_INTO
C0456603,C0183185,USEFUL_IN
C0008721,C0491333,VISUALIZE_BY
C0947630,C0011155,DIAGNOSE_BY
C1261381,C0003241,MEDIATE
C0020852,C0312854,OFTEN_INVOLVE
C0020852,C0014792,HAVE_EFFECT_ON
C0025255,C0024432,BE_AFFECTED
C0020852,C0014060,BE_OFTEN_ASSOCIATED_WITH
C0020852,C0023434,BE_OFTEN_ASSOCIATED_WITH
C0020852,C0013227,BE_OFTEN_ASSOCIATED_WITH
C0013227,C0030842,BE_TYPE
C0013227,C3536856,BE_TYPE
C0013227,C0025255,HAVE_EFFECT_ON
C0003241,C0025255,HAVE_EFFECT_ON
C0013227,C0004358,INDUCE_PRODUCTION_OF
C0004358,C0003320,HAVE_EFFECT_ON
C0013227,C0025741,BE_TYPE
C0020852,C0013227,TREATMENT_IS
C0020852,C0038317,TREATMENT_IS
C0020852,C0085297,TREATMENT_IS
C0020852,C0037995,TREATMENT_IS
C0020861,C0235574,LEAD_TO_EMERGENCE_OF
C0056097,C0020861,BE_TYPE
C0056097,C0015385,BE_AT
C0446413,C0029122,BE
C0029122,C0024432,ROLE_IN
C0446413,C0037888,LEAD_TO_EMERGENCE_OF
C0009498,C0235574,LEAD_TO_EMERGENCE_OF
C0009961,C0212009,USEFUL_IN
C0009961,C0009170,BE_TYPE
C0009961,C0439852,BE_TYPE
C0200555,C0009498,USEFUL_IN
C0009498,C0001801,BE_TRIGGER_FOR
C0200555,C0212009,USEFUL_IN
C0003241,C0030705,BE_EVIDENT_IN
C0430262,C0003241,USEFUL_IN
C0001801,C0003241,DEPEND_ON
C0235574,C0741949,ETIOLOGY_IS
C0014792,C0235574,BE_AFFECTED
C0162316,C4727002,OCCUR_IN_PATIENTS_WITH
C0235574,C0039738,OCCUR_IN_PATIENTS_WITH
C0235574,C0020283,OCCUR_IN_PATIENTS_WITH
C0235574,C0010927,OCCUR_IN_PATIENTS_WITH
C0235574,C0162739,OCCUR_IN_PATIENTS_WITH
C0235574,C0018825,OCCUR_IN_PATIENTS_WITH
C0235574,C0003507,OCCUR_IN_PATIENTS_WITH
C0221282,C0039738,GENERATE_BY
C0221282,C2238079,BE_EVIDENT_IN
C0014792,C0032148,BE_INFECTED_BY
C0023884,C0032148,BE_INFECTED_BY
C0032148,C0043210,BE_TRANSMITTED
C0014792,C0023675,BE_AFFECTED
C0235574,C0014792,ARISE_BY
C1511572,C0014792,ARISE_BY
C0750480,C0392756,BE_INDICATIVE_OF
C0035078,C0392756,BE_CAUSE_OF
C0023602,C0014822,BE_SOURCE_OF
C0005955,C0002871,BE_CAUSE_OF
C0005955,C0030312,BE_CAUSE_OF
C0002895,C0038435,BE_TYPE
C0039798,C1521721,BE
C0009450,C0439801,BE
C0018956,C0030312,LEAD_TO_EMERGENCE_OF
C0030312,C0002871,BE_COMPOSED_OF
C0030312,C0040034,BE_COMPOSED_OF
C0030312,C0023530,BE_COMPOSED_OF
C0030312,C0206161,BE_OFTEN_ASSOCIATED_WITH
C0001527,C0005558,VISUALIZE_BY
C0014792,C0858318,BE_INFECTED_BY
C0227091,C0002874,BE
C0039798,C0013227,TREATMENT_IS
C0039798,C0344211,TREATMENT_IS
C0344211,C0005841,BE_COMPOSED_OF
C0344211,C1257900,BE_COMPOSED_OF
C1257900,C0014822,BE_TYPE
C1257900,C0079460,BE_TYPE
C1257900,C0009170,BE_TYPE
C0021079,C0008058,USEFUL_IN
C0008058,C0205307,ETIOLOGY_IS
C0205307,C0079189,LEAD_TO_EMERGENCE_OF
C0030660,C0030312,LEAD_TO_EMERGENCE_OF
C0027627,C0030312,LEAD_TO_EMERGENCE_OF
C0018951,C0038250,ARISE_BY
C0007634,C0005953,ESCAPE_FROM
C0007634,C0005767,MOVE_INTO
C0007018,C0023530,REFER_TO_AS
C0007018,C0023518,REFER_TO_AS
C0442805,C0205251,BE_CAUSE_OF
C0023530,C0392756,REFER_TO_AS
C0013221,C0023530,BE_CAUSE_OF
C0025018,C0013221,BE_TYPE
C0007634,C0392756,BE_CAUSE_OF
C0007634,C0392756,BE_CAUSE_OF
C5139167,C0392756,BE_CAUSE_OF
C0205160,C5139167,BE_TYPE
C0442805,C0392756,BE_CAUSE_OF
C0079460,C0033268,USEFUL_IN
C0009170,C0033268,USEFUL_IN
C0033268,C0030705,REDUCE_RISK_OF
C0079460,C0030705,REDUCE_RISK_OF
C0009170,C0030705,REDUCE_RISK_OF
C0024312,C0392756,REFER_TO_AS
C0021051,C0024312,BE_CAUSE_OF
C0012236,C0021051,BE_TYPE
C0019682,C0021051,BE_TYPE
C0541847,C0162638,BE_TRIGGER_FOR
C0001617,C0541847,BE_TYPE
C0010481,C0541847,BE_TYPE
C0024141,C4551524,BE_A_CONDITION
C0024264,C0034519,BE_SENSITIVE_TO
C0024312,C0043162,ARISE_BY
C0151683,C0442805,BE
C0004623,C0151683,BE_COMMON_CAUSES_OF
C1561251,C0151683,BE_COMMON_CAUSES_OF
C0004623,C0027950,INDUCE_PRODUCTION_OF
C1561251,C0027950,INDUCE_PRODUCTION_OF
C0392756,C2708700,FEATURE_OF
C0541847,C0001511,MAY_ALTER
C0541847,C0027950,LEAD_TO_EMERGENCE_OF
C0085702,C0442805,BE
C0021376,C0085702,BE_COMMON_CAUSES_OF
C4551524,C0021376,BE_A_CONDITION
C0009450,C0021376,BE_A_CONDITION
C0006826,C0085702,BE_COMMON_CAUSES_OF
C0014457,C0014467,BE
C0020517,C0014457,BE_COMMON_CAUSES_OF
C0030499,C0014457,BE_COMMON_CAUSES_OF
C0019829,C0014457,BE_COMMON_CAUSES_OF
C0020523,C0020517,BE_A_CONDITION
C0442805,C0014457,BE_CAUSE_OF
C0853716,C0004827,BE
C0853716,C0023473,BE_SEEN_IN
C0023518,C0442805,BE
C0024264,C0020507,BE_AFFECTED
C0007634,C0020507,BE_TRIGGER_FOR
C0020731,C0024264,HAVE_EFFECT_ON
C0009450,C0023518,BE_CAUSE_OF
C0023518,C0007634,BE_COMPOSED_OF
C0010823,C0023518,BE_CAUSE_OF
C0014644,C0036087,BE_TRANSMITTED
C0014644,C0205653,MAY_AFFECT
C0014644,C0521367,INFECT
C0014644,C0023884,INFECT
C0014644,C0031350,BE_CAUSE_OF
C0031350,C0521367,BE_DISEASE_OF
C0014644,C0019158,BE_CAUSE_OF
C0019158,C0019209,MANIFEST_AS
C0019158,C0235996,MANIFEST_AS
C0023884,C0019209,ENLARGE_IN
C1287351,C0019158,BE_ELEVATED_IN
C0476486,C0342190,ETIOLOGY_IS
C0342190,C1512836,LOCATE_IN
C0038002,C0342190,ETIOLOGY_IS
C0342190,C1186982,LOCATE_IN
C0007018,C0024264,OFTEN_CONTAIN
C0024264,C0007634,BE
C0007018,C0005767,LOCATE_IN
C0024264,C0005767,LOCATE_IN
C0430435,C0199230,USEFUL_IN
C0003241,C5441935,BE_SENSITIVE_TO
C0003241,C0003248,BE
C0428046,C0010823,BE_INDICATIVE_OF
C0010823,C0231377,BE_CAUSE_OF
C4745335,C0036743,DIAGNOSE_BY
C1167519,C0036743,DETECT_BY
C0205182,C0021345,BE_SEEN_IN
C0002680,C0015230,BE_TRIGGER_FOR
C0007634,C0034897,MAY_INCREASE
C0007634,C0079731,MAY_INCREASE
C0019682,C0021051,BE_TYPE
C5548425,C0005953,BE
C4055506,C0005953,LOCATE_IN
C0442805,C0312827,HAVE_EFFECT_ON
C0442805,C0002871,BE_CAUSE_OF
C0002871,C0015672,MANIFEST_AS
C0442805,C0040034,BE_CAUSE_OF
C0040034,C0019080,MANIFEST_AS
C0442805,C0023530,BE_CAUSE_OF
C0023530,C0009450,MANIFEST_AS
C0337026,C0036690,MOVE_INTO
C0337026,C0007018,BE_CAUSE_OF
C0337026,C2708700,BE
C0085669,C0023449,CLASSIFY_AS
C0085669,C0023467,CLASSIFY_AS
C0229613,C0005953,ACCUMULATE
C0229613,C1152370,STAIN
C1152370,C0012892,BE
C0023449,C0008059,BE_COMMON_IN
C0023449,C0013080,BE_OFTEN_ASSOCIATED_WITH
C0023449,C0227088,CLASSIFY_AS
C0023449,C0227099,CLASSIFY_AS
C0227088,C0023449,BE_TYPE
C0229613,C0009170,OFTEN_CONTAIN
C0229613,C0108748,OFTEN_CONTAIN
C0229613,C0054946,OFTEN_CONTAIN
C0023449,C0013216,BE_SENSITIVE_TO
C0033107,C0036471,BE_NEEDED_FOR
C0033107,C0007806,BE_NEEDED_FOR
C0033325,C0008625,DEPEND_ON
C0227099,C0278250,BE_OFTEN_ASSOCIATED_WITH
C0227099,C0008059,BE_COMMON_IN
C0227099,C0278252,BE_OFTEN_ASSOCIATED_WITH
C0227099,C0001675,BE_COMMON_IN
C0227099,C0020283,BE
C0227099,C0229613,BE_COMPOSED_OF
C0229613,C0108773,OFTEN_CONTAIN
C0229613,C0108779,OFTEN_CONTAIN
C0229613,C0003323,OFTEN_CONTAIN
C0229613,C0054968,OFTEN_CONTAIN
C0337026,C0085669,FEATURE_OF
C0023449,C0025285,OFTEN_INVOLVE
C0227099,C0205653,BE_COMMON_IN
C0227099,C0577559,MANIFEST_AS
C0577559,C0334227,BE_COMPOSED_OF
C3826992,C1709160,ACCUMULATE
C3826992,C0005953,BE_AT
C0229633,C0027021,STAIN
C4316798,C0332621,BE
C0023467,C0001792,OCCUR_MAINLY_IN
C0008902,C0008625,BASIS_IS
C0008902,C0007634,BASIS_IS
C0008902,C2745888,BASIS_IS
C0023487,C0449560,BE_TYPE
C0023487,C0227099,BE_OFTEN_ASSOCIATED_WITH
C0140278,C0008633,BE_LOCATED_ON
C0337026,C0033416,ACCUMULATE
C0205225,C0035647,MAY_INCREASE
C0023487,C0040845,TREATMENT_IS
C0040845,C0042849,BE
C0392747,C0040845,RECEPTOR_FOR
C0023465,C0023467,BE_TYPE
C0229655,C0229655,PROLIFERATE
C0337026,C0017562,LOCATE_IN
C0023462,C0023467,BE_TYPE
C0229650,C0229650,PROLIFERATE
C0023462,C0013080,BE_OFTEN_ASSOCIATED_WITH
C0023462,C0013080,OCCUR_IN_PATIENTS_WITH
C0023462,C0001779,PEAK_INCIDENCE_IN
C0023467,C0334044,ARISE_BY
C0023467,C0274281,ARISE_BY
C0023467,C0034619,ARISE_BY
C3463824,C0010828,BE_A_CONDITION
C3463824,C1334068,BE_A_CONDITION
C3463824,C0007634,BE_A_CONDITION
C3463824,C0442805,BE_A_CONDITION
C0030705,C0009450,BE_CAUSE_OF_DEATH_IN
C0030705,C0019080,BE_CAUSE_OF_DEATH_IN
C0030705,C0085669,PROGRESS_TO
C0334094,C0007018,BE_A_CONDITION
C0334094,C0001792,BE_SEEN_IN
C0023418,C0023434,REFER_TO_AS
C0023418,C0334094,BE
C0023418,C0282416,BE
C0442805,C2238079,BE_SEEN_IN
C0333823,C2238079,BE_SEEN_IN
C0476486,C0023434,REFER_TO_AS
C0009450,C0023434,BE_CAUSE_OF_DEATH_IN
C0040682,C0699952,PROGRESS_TO
C0024299,C0220781,REFER_TO_AS
C0699952,C0024204,MANIFEST_AS
C0023443,C0334094,BE
C0334094,C1184743,FEATURE_OF
C0007634,C0297331,BE_POSITIVE_IN
C0023443,C0038002,FEATURE_OF
C0038002,C0007634,ETIOLOGY_IS
C0333850,C0229687,ACCUMULATE
C0023443,C0005953,FEATURE_OF
C0005953,C0001815,ETIOLOGY_IS
C0001443,C0600688,ACCUMULATE
C0001443,C0597032,ACCUMULATE
C0334094,C0444099,INFILTRATE
C0334094,C0444099,LEAD_TO_EMERGENCE_OF
C0334094,C0332461,LEAD_TO_EMERGENCE_OF
C0334094,C0028259,LEAD_TO_EMERGENCE_OF
C0597032,C0333373,REFER_TO_AS
C0007634,C0005767,SPREAD_IN
C0007634,C0036920,LEAD_TO_EMERGENCE_OF
C1521970,C0333851,REFER_TO_AS
C0333851,C2238079,BE_SEEN_IN
C0334094,C0012634,BE_A_CONDITION
C0012634,C5539801,OCCUR_MAINLY_IN
C0007634,C0740394,RISK_FACTOR_FOR
C0007634,C0018099,RISK_FACTOR_FOR
C0334094,C0018183,OFTEN_INVOLVE
C0334094,C1709634,OFTEN_INVOLVE
C0227099,C0031526,REFER_TO_AS
C0227099,C0033684,LEAD_TO_EMERGENCE_OF
C0935989,C0026606,MAY_ALTER
C0038002,C1272688,BE_INDICATIVE_OF
C1272688,C0205178,LEAD_TO_EMERGENCE_OF
C0026882,C0872076,LOCATE_IN
C0023473,C0023501,BE_DISTINCT_FROM
C0018183,C0023501,BE_POSITIVE_IN
C0004827,C0023501,BE_LOWER_IN
C0032461,C0030840,BE_TYPE
C0334094,C0014792,BE_COMPOSED_OF
C1457887,C0005767,BASIS_IS
C0042487,C0019155,OCCUR_IN
C0042487,C0032718,OCCUR_IN
C0042487,C0010271,OCCUR_IN
C0700148,C0016382,BE_CAUSE_OF
C0700148,C0039738,REFER_TO_AS
C0030685,C0033774,BE_CAUSE_OF
C0442805,C0030685,BE_SOURCE_OF
C0030840,C0032461,BE_DISTINCT_FROM
C0441889,C0030840,BE_LOWER_IN
C0032461,C0238617,ETIOLOGY_IS
C0032461,C0024115,ETIOLOGY_IS
C0038702,C0032461,BE_LOWER_IN
C0014822,C0032461,BE_ELEVATED_IN
C0032461,C0033268,ETIOLOGY_IS
C0033268,C0007134,ARISE_BY
C0014822,C0032461,BE_ELEVATED_IN
C0014792,C0334094,BE_ELEVATED_IN
C0018183,C0334094,BE_ELEVATED_IN
C0334094,C2827348,BE_OFTEN_ASSOCIATED_WITH
C0334094,C0019080,AT_RISK_OF_DEVELOPING
C0334094,C0040053,AT_RISK_OF_DEVELOPING
C0334094,C0001815,PROGRESS_TO
C0334094,C0085669,PROGRESS_TO
C0334094,C2827348,BE_OFTEN_ASSOCIATED_WITH
C0020488,C0001815,BE_CAUSE_OF
C0018952,C0038002,BE_CAUSE_OF
C2826586,C0018553,OFTEN_CONTAIN
C2826586,C0483203,OFTEN_CONTAIN
C2826586,C0205286,OFTEN_CONTAIN
C0226032,C0024204,REFER_TO_AS
C0030193,C0024204,BE_SEEN_IN
C0024204,C0275518,BE_SITE_OF
C0275518,C0157705,BE
C0030193,C0021376,BE_SEEN_IN
C0030193,C1384494,BE_SEEN_IN
C0030193,C0024299,BE_SEEN_IN
C0021376,C0154304,BE
C0497156,C0021368,OCCUR_IN
C0497156,C0020507,ETIOLOGY_IS
C4014733,C0004561,LOCATE_IN
C4014733,C0003873,BE_SEEN_IN
C4014733,C0009450,BE_SEEN_IN
C0342494,C0039194,LOCATE_IN
C0342494,C0042769,BE_SEEN_IN
C0342494,C0021345,BE_SEEN_IN
C0020507,C0024204,BE_SEEN_IN
C0024204,C0006826,BE_SITE_OF
C0334094,C0024204,LOCATE_IN
C0334094,C1517067,LOCATE_IN
C0024305,C0007634,CLASSIFY_AS
C0024305,C0227088,CLASSIFY_AS
C0024305,C0227099,CLASSIFY_AS
C0024305,C0162658,CLASSIFY_AS
C0024305,C0007634,CLASSIFY_AS
C0024305,C0017262,CLASSIFY_AS
C0024305,C0040715,CLASSIFY_AS
C0024301,C0004561,BE_TYPE
C4721414,C0004561,BE_TYPE
C0242647,C0004561,BE_TYPE
C0023434,C0004561,BE_TYPE
C0023434,C0007634,BE
C0007634,C0040300,LOCATE_IN
C0577559,C1955939,BE_COMPOSED_OF
C0039798,C0034519,TREATMENT_IS
C0024301,C0332453,FEATURE_OF
C0004561,C0054946,BE
C0028259,C0334094,GENERATE_BY
C0376515,C0008633,LOCATE_IN
C0376515,C1415978,BE_TRANSFERRED_TO
C1415978,C0008656,LOCATE_IN
C0376515,C0162638,HAVE_EFFECT_ON
C0039798,C0030705,RESTRICT_TO
C0039798,C0205251,BE_COMPOSED_OF
C0039798,C0393022,BE_COMPOSED_OF
C0393022,C3891557,BE_TYPE
C1272688,C0024204,MANIFEST_AS
C0024301,C4014733,BE_DISTINCT_FROM
C5237714,C4014733,BE_SEEN_IN
C4014733,C4524906,BE
C5548425,C0004561,BE_COMPOSED_OF
C1333183,C0008653,LOCATE_ON
C1333183,C1415978,BE_TRANSFERRED_TO
C1415978,C0008656,LOCATE_ON
C0017262,C5548425,PROMOTE_GROWTH_OF
C5548425,C0004561,OFTEN_INVOLVE
C0334094,C1711368,ENLARGE_IN
C0334094,C0021376,BE_OFTEN_ASSOCIATED_WITH
C0334094,C0677607,BE_OFTEN_ASSOCIATED_WITH
C0334094,C1527336,BE_OFTEN_ASSOCIATED_WITH
C0334094,C0744310,BE_OFTEN_ASSOCIATED_WITH
