paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
1641,interstitia,C0596790,Body Location or Region,PART_OF,tissues,C0040300,Tissue,False,True
1641,langerhans cells,C0023005,Cell,IS_A,dcs,C0010590,"Amino Acid, Peptide, or Protein",False,True
1641,langerhans cells,C0023005,Cell,OCCURS_IN,epidermis,C0014520,Tissue,False,True
1642,receptors,C0597357,"Amino Acid, Peptide, or Protein",AFFECTS,microbes,C0445623,Organism,False,True
1642,receptors,C0597357,"Amino Acid, Peptide, or Protein",AFFECTS,antigens,C0003320,Immunologic Factor,False,True
1642,c-type lectin receptors,C1136376,"Amino Acid, Peptide, or Protein",IS_A,receptors,C0597357,"Amino Acid, Peptide, or Protein",False,True
1643,response,C0871261,Organism Attribute,RESULT_OF,microbes,C0445623,Organism,False,True
1643,dcs,C0010590,"Amino Acid, Peptide, or Protein",OCCURS_IN,t-cell zones,C0039194,Cell,False,True
1643,dcs,C0010590,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,t cells,C0039194,Cell,False,True
1644,mhc,C0024518,Gene or Genome,USES,antigen,C0003320,Immunologic Factor,False,True
1644,mhc,C0024518,Gene or Genome,AFFECTS,t cells,C0039194,Cell,False,True
1645,plasmacytoid dcs,C0333825,Cell,IS_A,dcs,C0010590,"Amino Acid, Peptide, or Protein",False,True
1645,plasmacytoid dcs,C0333825,Cell,OCCURS_IN,blood,C0005767,Body Substance,False,True
1645,plasmacytoid dcs,C0333825,Cell,OCCURS_IN,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",False,True
1645,response,C0871261,Organism Attribute,RESULT_OF,viruses,C0042776,Virus,False,True
1646,lymphoid follicles,C0229654,"Body Part, Organ, or Organ Component",OCCURS_IN,spleen,C0037993,"Body Part, Organ, or Organ Component",False,True
1646,lymphoid follicles,C0229654,"Body Part, Organ, or Organ Component",OCCURS_IN,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",False,True
1646,follicular dendritic cell,C0242245,Cell,IS_A,fdc,C0340427,Disease or Syndrome,False,True
1646,follicular dendritic cell,C0242245,Cell,CONTAINS,fc receptors,C0034805,"Amino Acid, Peptide, or Protein",False,True
1646,fc receptors,C0034805,"Amino Acid, Peptide, or Protein",USES,igg,C0020852,"Amino Acid, Peptide, or Protein",False,True
1646,receptors,C0597357,"Amino Acid, Peptide, or Protein",USES,c3b,C1332656,Gene or Genome,False,True
1646,antigen,C0003320,Immunologic Factor,INTERACTS_WITH,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
1646,follicular dendritic cell,C0242245,Cell,AFFECTS,antigen,C0003320,Immunologic Factor,False,True
1647,lymphocytes,C0024264,Cell,OCCURS_IN,tissues,C0040300,Tissue,False,True
1647,lymphocytes,C0024264,Cell,OCCURS_IN,adult,C0001675,Age Group,False,True
1647,tissues,C0040300,Tissue,OCCURS_IN,adult,C0001675,Age Group,False,True
1648,follicular dendritic cell,C0242245,Cell,INTERACTS_WITH,antigens,C0003320,Immunologic Factor,False,True
1648,antigens,C0003320,Immunologic Factor,INTERACTS_WITH,b lymphocytes,C0004561,Cell,False,True
1648,b lymphocytes,C0004561,Cell,OCCURS_IN,lymphoid follicles,C0229654,"Body Part, Organ, or Organ Component",False,True
1648,follicular dendritic cell,C0242245,Cell,BRINGS_ABOUT,antibody responses,C0003261,Biologic Function,False,True
1649,macrophages,C0024432,Cell,PERFORMS,ingest,C0232478,Biologic Function,False,True
1649,macrophages,C0024432,Cell,INTERACTS_WITH,peptides,C0030956,"Amino Acid, Peptide, or Protein",False,True
1649,peptides,C0030956,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,t lymphocytes,C0039194,Cell,False,True
1649,t cells,C0039194,Cell,AFFECTS,macrophages,C0024432,Cell,False,True
1649,b cells,C0004561,Cell,INTERACTS_WITH,peptides,C0030956,"Amino Acid, Peptide, or Protein",False,True
1649,peptides,C0030956,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,helper t cells,C0018894,Cell,False,True
1649,signals,C0037083,Cell Function,AFFECTS,b cells,C0004561,Cell,False,True
1649,signals,C0037083,Cell Function,BRINGS_ABOUT,antibody responses,C0003261,Biologic Function,False,True
1649,antibody responses,C0003261,Biologic Function,CONCEPTUAL_PART_OF,humoral immune responses,C1155229,Cell Function,False,True
1650,t lymphocytes,C0039194,Cell,INTERACTS_WITH,antigens,C0003320,Immunologic Factor,False,True
1650,b lymphocytes,C0004561,Cell,INTERACTS_WITH,antigens,C0003320,Immunologic Factor,False,True
1650,microbes,C0445623,Organism,CAUSES,adaptive immune responses,C1155229,Cell Function,False,True
1650,thymus,C0040112,Biologically Active Substance,LOCATION_OF,t cells,C0039194,Cell,False,True
1650,bone marrow,C0005953,Tissue,LOCATION_OF,blood cells,C0005773,Cell,False,True
1650,bone marrow,C0005953,Tissue,LOCATION_OF,b lymphocytes,C0004561,Cell,False,True
1651,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",CONTAINS,antigens,C0003320,Immunologic Factor,False,True
1651,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",CONTAINS,apcs,C0033036,Disease or Syndrome,False,True
1651,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",CONTAINS,lymphocytes,C0024264,Cell,False,True
1651,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",BRINGS_ABOUT,adaptive immune responses,C1155229,Cell Function,False,True
1651,organs,C0178784,"Body Part, Organ, or Organ Component",LOCATION_OF,lymphocytes,C0024264,Cell,False,True
1653,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",CONTAINS,lymphoid cells,C0086574,Cell,False,True
1654,lymph,C0024202,Body Substance,TRAVERSES,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",False,True
1654,apcs,C0033036,Disease or Syndrome,INTERACTS_WITH,antigens,C0003320,Immunologic Factor,False,True
1654,lymph,C0024202,Body Substance,CONTAINS,antigens,C0003320,Immunologic Factor,False,True
1654,lymph,C0024202,Body Substance,DERIVATIVE_OF,interstitial fluids,C0162367,Body Substance,False,True
1654,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",CONTAINS,antigens,C0003320,Immunologic Factor,False,True
1654,microbes,C0445623,Organism,OCCURS_IN,tissues,C0040300,Tissue,False,True
1655,spleen,C0037993,"Body Part, Organ, or Organ Component",AFFECTS,immune responses,C0020964,Organ or Tissue Function,False,True
1655,blood,C0005767,Body Substance,TRAVERSES,spleen,C0037993,"Body Part, Organ, or Organ Component",False,True
1655,spleen,C0037993,"Body Part, Organ, or Organ Component",CONTAINS,sinusoids,C0682624,Body Space or Junction,False,True
1656,cortex,C0001614,Disease or Syndrome,PART_OF,node,C0746922,"Body Part, Organ, or Organ Component",False,True
1656,cortex,C0001614,Disease or Syndrome,CONTAINS,follicles,C0221971,"Body Part, Organ, or Organ Component",False,True
1656,regions,C0242961,Nucleotide Sequence,CONTAINS,b cells,C0007634,Cell,False,True
1656,regions,C0242961,Nucleotide Sequence,CONTAINS,t cells,C0007634,Cell,False,True
1656,node,C0746922,"Body Part, Organ, or Organ Component",CONTAINS,regions,C0242961,Nucleotide Sequence,False,True
1656,macrophages,C0024432,Cell,INTERACTS_WITH,antigens,C0003320,Immunologic Factor,False,True
1657,mucosal,C0026724,Tissue,ADJACENT_TO,respiratory tracts,C0035237,Body System,False,True
1657,mucosal,C0026724,Tissue,INTERACTS_WITH,antigens,C0003320,Immunologic Factor,False,True
1657,antigens,C0003320,Immunologic Factor,TRAVERSES,epithelium,C0014609,Tissue,False,True
1657,pharyngeal tonsils,C0001428,"Body Part, Organ, or Organ Component",IS_A,lymphoid tissues,C0024296,Tissue,False,True
1657,peyer’s patches,C0031272,"Body Part, Organ, or Organ Component",IS_A,lymphoid tissues,C0024296,Tissue,False,True
1657,mucosal,C0026724,Tissue,CONTAINS,lymphocytes,C0024264,Cell,False,True
1657,organs,C0178784,"Body Part, Organ, or Organ Component",PROPERTY_OF,surface area,C0005902,Organism Attribute,False,True
1658,regions,C0242961,Nucleotide Sequence,CONTAINS,t lymphocytes,C0039194,Cell,False,True
1658,regions,C0242961,Nucleotide Sequence,CONTAINS,b lymphocytes,C0004561,Cell,False,True
1659,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",CONTAINS,b cells,C0004561,Cell,False,True
1659,follicles,C0221971,"Body Part, Organ, or Organ Component",CONTAINS,b cells,C0004561,Cell,False,True
1659,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",CONTAINS,follicles,C0221971,"Body Part, Organ, or Organ Component",False,True
1659,follicles,C0221971,"Body Part, Organ, or Organ Component",SURROUNDS,periphery,C1622967,Cell Component,False,True
1659,follicles,C0221971,"Body Part, Organ, or Organ Component",SURROUNDS,cortex,C0001614,Disease or Syndrome,False,True
1659,b cells,C0004561,Cell,INTERACTS_WITH,antigen,C0003320,Immunologic Factor,False,True
1659,parafollicular cortex,C0229579,Cell,CONTAINS,t lymphocytes,C0039194,Cell,False,True
1659,dcs,C0010590,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,t lymphocytes,C0039194,Cell,False,True
1659,spleen,C0037993,"Body Part, Organ, or Organ Component",CONTAINS,t lymphocytes,C0039194,Cell,False,True
1659,spleen,C0037993,"Body Part, Organ, or Organ Component",CONTAINS,b cells,C0004561,Cell,False,True
1660,lymphocytes,C0024264,Cell,SPATIALLY_RELATED_TO,tissues,C0040300,Tissue,False,True
1660,naive lymphocytes,C1513872,Cell,TRAVERSES,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",False,True
1660,antigens,C0003320,Immunologic Factor,LOCATION_OF,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",False,True
1660,immune responses,C0020964,Organ or Tissue Function,OCCURS_IN,lymphoid organs,C0502330,"Body Part, Organ, or Organ Component",False,True
1660,lymphocyte,C0024264,Cell,PROCESS_OF,recirculation,C0005775,Physiologic Function,False,True
1660,recirculation,C0005775,Physiologic Function,FUNCTIONALLY_RELATED_TO,t cells,C0039194,Cell,False,True
1660,antibodies,C0003241,"Amino Acid, Peptide, or Protein",TRAVERSES,blood,C0005767,Body Substance,False,True
1660,antibodies,C0003241,"Amino Acid, Peptide, or Protein",TRAVERSES,lymph,C0024202,Body Substance,False,True
1661,cytokines,C0079189,"Amino Acid, Peptide, or Protein",IS_A,messenger molecules,C3658238,Biologically Active Substance,False,True
1661,messenger molecules,C3658238,Biologically Active Substance,FUNCTIONALLY_RELATED_TO,immune system,C0020962,Body System,False,True
1662,interleukins,C0021764,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,leukocytes,C0023516,Cell,False,True
1662,cytokines,C0079189,"Amino Acid, Peptide, or Protein",AFFECTS,cells,C0007634,Cell,False,True
1663,cytokines,C0079189,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,immune responses,C0020964,Organ or Tissue Function,False,True
1664,microbes,C0445623,Organism,CAUSES,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1664,cytokines,C0079189,"Amino Acid, Peptide, or Protein",PREVENTS,replication,C0598312,Genetic Function,False,True
1664,type i ifns,C5690848,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1664,ifn-γ,C0002199,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1664,dcs,C0010590,"Amino Acid, Peptide, or Protein",PRODUCES,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1665,cytokines,C0079189,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,lymphocyte proliferation,C0596873,Cell Function,False,True
1665,cytokines,C0079189,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,differentiation,C0007589,Cell Function,False,True
1665,il-2,C0021756,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1665,il-4,C0021758,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1665,il-5,C0021759,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1665,il-17,C0384648,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1665,tgf-β,C0040690,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1665,il-10,C0085295,"Amino Acid, Peptide, or Protein",IS_A,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1666,cytokines,C0079189,"Amino Acid, Peptide, or Protein",CAUSES,hematopoiesis,C0018951,Organ or Tissue Function,False,True
1666,colony-stimulating factors,C0009392,"Amino Acid, Peptide, or Protein",MANAGES,leukocytes,C0023516,Cell,False,True
1666,gm-csf,C0079460,"Amino Acid, Peptide, or Protein",IS_A,colony-stimulating factors,C0009392,"Amino Acid, Peptide, or Protein",False,True
1666,il-7,C0021761,"Amino Acid, Peptide, or Protein",IS_A,colony-stimulating factors,C0009392,"Amino Acid, Peptide, or Protein",False,True
1667,therapeutic applications,C0150611,Therapeutic or Preventive Procedure,USES,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1667,patients,C0030705,Patient or Disabled Group,ASSOCIATED_WITH,rheumatoid arthritis,C0003873,Disease or Syndrome,False,True
1667,antagonists,C0243076,Chemical Viewed Functionally,DISRUPTS,tnf,C0812246,Gene or Genome,False,True
1667,antagonists,C0243076,Chemical Viewed Functionally,IS_A,molecularly targeted therapy,C2699893,Therapeutic or Preventive Procedure,False,True
1667,antagonists,C0243076,Chemical Viewed Functionally,TREATS,inflammatory disorders,C1290884,Disease or Syndrome,False,True
1668,adaptive immune responses,C1155229,Cell Function,CONSISTS_OF,antigen recognition,C0678894,Organ or Tissue Function,False,True
1668,adaptive immune responses,C1155229,Cell Function,CONSISTS_OF,proliferation,C0334094,Pathologic Function,False,True
1668,lymphocytes,C0024264,Cell,PROCESS_OF,proliferation,C0334094,Pathologic Function,False,True
1668,adaptive immune responses,C1155229,Cell Function,CONSISTS_OF,differentiation,C0007589,Cell Function,False,True
1668,lymphocytes,C0024264,Cell,PROCESS_OF,differentiation,C0007589,Cell Function,False,True
1668,adaptive immune responses,C1155229,Cell Function,CONSISTS_OF,elimination,C0221102,Physiologic Function,False,True
1668,elimination,C0221102,Physiologic Function,MANAGES,antigen,C0003320,Immunologic Factor,False,True
1668,memory cells,C0312737,Cell,IS_A,survivors,C0206194,Patient or Disabled Group,False,True
1668,adaptive immune responses,C1155229,Cell Function,PREVENTS,microbes,C0445623,Organism,False,True
1668,adaptive immune responses,C1155229,Cell Function,DISRUPTS,host,C1167395,Organism,False,True
1669,microbes,C0445623,Organism,LOCATION_OF,tissues,C0040300,Tissue,False,True
1669,protein antigens,C0003320,Immunologic Factor,LOCATION_OF,tissues,C0040300,Tissue,False,True
1669,dendritic cells,C0011306,Cell,TRAVERSES,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",False,True
1669,t cells,C0039194,Cell,TRAVERSES,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",False,True
1670,antigens,C0003320,Immunologic Factor,PHYSICALLY_RELATED_TO,mhc molecules,C0019629,"Amino Acid, Peptide, or Protein",False,True
1670,mhc molecules,C0019629,"Amino Acid, Peptide, or Protein",LOCATION_OF,cell surface,C0699040,Cell Component,False,True
1670,follicles,C0221971,"Body Part, Organ, or Organ Component",CONTAINS,antigens,C0003320,Immunologic Factor,False,True
1670,b cells,C0004561,Cell,USES,antigen receptors,C0034788,"Amino Acid, Peptide, or Protein",False,True
1673,tissues,C0040300,Tissue,CONTAINS,antigens,C0003320,Immunologic Factor,False,True
1673,antigens,C0003320,Immunologic Factor,DERIVATIVE_OF,microbes,C0445623,Organism,False,True
1673,cells,C0007634,Cell,CONTAINS,microbes,C0445623,Organism,False,True
1673,t cells,C0039194,Cell,AFFECTS,b cells,C0004561,Cell,False,True
1674,immunization,C0020971,Therapeutic or Preventive Procedure,USES,protein antigen,C1291777,Immunologic Factor,False,True
1674,adjuvant,C0001551,Pharmacologic Substance,CAUSES,innate immune responses,C0020969,Organism Attribute,False,True
1674,apcs,C0033036,Disease or Syndrome,PRODUCES,costimulators,C0021756,"Amino Acid, Peptide, or Protein",False,True
1674,apcs,C0033036,Disease or Syndrome,PRODUCES,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1674,cytokines,C0079189,"Amino Acid, Peptide, or Protein",CAUSES,differentiation,C0007589,Cell Function,False,True
1674,t lymphocytes,C0039194,Cell,EXHIBITS,proliferation,C0334094,Pathologic Function,False,True
1674,t lymphocytes,C0039194,Cell,EXHIBITS,differentiation,C0007589,Cell Function,False,True
1674,b7 proteins,C0033684,"Amino Acid, Peptide, or Protein",IS_A,costimulators,C0021756,"Amino Acid, Peptide, or Protein",False,True
1674,apcs,C0033036,Disease or Syndrome,LOCATION_OF,b7 proteins,C0033684,"Amino Acid, Peptide, or Protein",False,True
1674,naïve t cells,C0039194,Cell,LOCATION_OF,cd28 receptor,C0597357,"Amino Acid, Peptide, or Protein",False,True
1674,innate immune responses,C0020969,Organism Attribute,PRODUCES,costimulatory molecules,C2985420,"Amino Acid, Peptide, or Protein",False,True
1674,microbes,C0445623,Organism,CAUSES,innate immune responses,C0020969,Organism Attribute,False,True
1674,microbes,C0445623,Organism,CAUSES,adaptive immune response,C1749719,Organism Function,False,True
1674,tumors,C0027651,Neoplastic Process,CAUSES,immune responses,C0020964,Organ or Tissue Function,False,True
1674,transplants,C0332835,Tissue,CAUSES,immune responses,C0020964,Organ or Tissue Function,False,True
1678,cd4+ helper t cells,C0018894,Cell,PRODUCES,high-affinity receptors,C1149311,Molecular Function,False,True
1678,high-affinity receptors,C1149311,Molecular Function,FUNCTIONALLY_RELATED_TO,il-2,C0021756,"Amino Acid, Peptide, or Protein",False,True
1678,il-2,C0021756,"Amino Acid, Peptide, or Protein",IS_A,growth factor,C0018284,"Amino Acid, Peptide, or Protein",False,True
1678,il-2,C0021756,"Amino Acid, Peptide, or Protein",AFFECTS,t lymphocytes,C0039194,Cell,False,True
1679,helper t cells,C0018894,Cell,USES,cd40l,C0167627,"Amino Acid, Peptide, or Protein",False,True
1679,helper t cells,C0018894,Cell,USES,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
1679,cd40,C0054959,"Amino Acid, Peptide, or Protein",PART_OF,tnf-receptor family,C3812393,"Amino Acid, Peptide, or Protein",False,True
1679,cd40l,C0167627,"Amino Acid, Peptide, or Protein",CONCEPTUALLY_RELATED_TO,tnf,C0812246,Gene or Genome,False,True
1679,macrophages,C0024432,Cell,LOCATION_OF,cd40,C0054959,"Amino Acid, Peptide, or Protein",False,True
1679,b cells,C0004561,Cell,LOCATION_OF,cd40,C0054959,"Amino Acid, Peptide, or Protein",False,True
1681,ifn-γ,C0002199,"Amino Acid, Peptide, or Protein",CAUSES,macrophage activation,C0024426,Cell Function,False,True
1681,macrophage activation,C0024426,Cell Function,CAUSES,destruction,C1261381,Therapeutic or Preventive Procedure,False,True
1681,destruction,C1261381,Therapeutic or Preventive Procedure,DISRUPTS,microbes,C0445623,Organism,False,True
1681,il-4,C0021758,"Amino Acid, Peptide, or Protein",AFFECTS,b cells,C0004561,Cell,False,True
1681,il-5,C0021759,"Amino Acid, Peptide, or Protein",AFFECTS,eosinophils,C0014467,Cell,False,True
1681,il-13,C0214743,"Amino Acid, Peptide, or Protein",AFFECTS,epithelial cells,C0014597,Cell,False,True
1681,macrophage activation,C0024426,Cell Function,ASSOCIATED_WITH,tissue repair,C0043240,Organism Function,False,True
1681,macrophage activation,C0024426,Cell Function,ASSOCIATED_WITH,fibrosis,C0016059,Pathologic Function,False,True
1681,eosinophils,C0014467,Cell,CARRIES_OUT,killing,C0162388,Social Behavior,False,True
1681,th17 cells,C2936411,Cell,BRINGS_ABOUT,neutrophils,C0027950,Cell,False,True
1681,th17 cells,C2936411,Cell,BRINGS_ABOUT,monocytes,C0026473,Cell,False,True
1681,neutrophils,C0027950,Cell,DISRUPTS,extracellular bacteria,C0521119,Cell Component,False,True
1681,neutrophils,C0027950,Cell,DISRUPTS,fungi,C0016832,Fungus,False,True
1681,monocytes,C0026473,Cell,DISRUPTS,extracellular bacteria,C0521119,Cell Component,False,True
1681,monocytes,C0026473,Cell,DISRUPTS,fungi,C0016832,Fungus,False,True
1681,neutrophils,C0027950,Cell,ASSOCIATED_WITH,inflammatory diseases,C1290884,Disease or Syndrome,False,True
1681,monocytes,C0026473,Cell,ASSOCIATED_WITH,inflammatory diseases,C1290884,Disease or Syndrome,False,True
1682,killing,C0162388,Social Behavior,USES,perforin,C0070410,"Amino Acid, Peptide, or Protein",False,True
1682,killing,C0162388,Social Behavior,USES,granzyme system,C1333877,"Amino Acid, Peptide, or Protein",False,True
1682,granules,C3853573,Biomedical or Dental Material,LOCATION_OF,perforin,C0070410,"Amino Acid, Peptide, or Protein",False,True
1682,granules,C3853573,Biomedical or Dental Material,LOCATION_OF,granzymes,C1333877,"Amino Acid, Peptide, or Protein",False,True
1682,perforin,C0070410,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,plasma membrane,C0007603,Cell Component,False,True
1682,perforin,C0070410,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,granzymes,C1333877,"Amino Acid, Peptide, or Protein",False,True
1682,granzymes,C1333877,"Amino Acid, Peptide, or Protein",IS_A,proteases,C0030940,"Amino Acid, Peptide, or Protein",False,True
1682,granzymes,C1333877,"Amino Acid, Peptide, or Protein",CAUSES,apoptosis,C0162638,Cell Function,False,True
1682,apoptosis,C0162638,Cell Function,OCCURS_IN,target cells,C0221284,Cell,False,True
1683,responses,C0871261,Organism Attribute,OCCURS_IN,t cells,C0039194,Cell,False,True
1683,cd28,C0075747,"Amino Acid, Peptide, or Protein",IS_A,costimulatory receptor,C0021756,"Amino Acid, Peptide, or Protein",False,True
1683,cd28,C0075747,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,ligands,C0023688,Chemical,False,True
1683,b7,C0507117,"Body Part, Organ, or Organ Component",IS_A,ligands,C0023688,Chemical,False,True
1683,apcs,C0033036,Disease or Syndrome,LOCATION_OF,b7,C0507117,"Body Part, Organ, or Organ Component",False,True
1683,apcs,C0033036,Disease or Syndrome,LOCATION_OF,ligands,C0023688,Chemical,False,True
1683,ctla-4,C0111208,"Amino Acid, Peptide, or Protein",IS_A,coinhibitory receptors,C0665952,"Amino Acid, Peptide, or Protein",False,True
1683,pd-1,C1418401,Gene or Genome,IS_A,coinhibitory receptors,C0665952,"Amino Acid, Peptide, or Protein",False,True
1683,ctla-4,C0111208,"Amino Acid, Peptide, or Protein",DISRUPTS,signals,C0037083,Cell Function,False,True
1683,pd-1,C1418401,Gene or Genome,DISRUPTS,signals,C0037083,Cell Function,False,True
1683,signals,C0037083,Cell Function,RESULT_OF,tcr,C0034790,"Amino Acid, Peptide, or Protein",False,True
1683,signals,C0037083,Cell Function,RESULT_OF,cd28,C0075747,"Amino Acid, Peptide, or Protein",False,True
1683,ctla-4,C0111208,"Amino Acid, Peptide, or Protein",DISRUPTS,responses,C0871261,Organism Attribute,False,True
1683,pd-1,C1418401,Gene or Genome,DISRUPTS,responses,C0871261,Organism Attribute,False,True
1683,blocking,C0233660,Mental or Behavioral Dysfunction,AFFECTS,coinhibitors,C0003015,Pharmacologic Substance,False,True
1683,blocking,C0233660,Mental or Behavioral Dysfunction,BRINGS_ABOUT,anti-tumor immune responses,C0020964,Organ or Tissue Function,False,True
1684,extracellular,C0521119,Cell Component,PROPERTY_OF,microbes,C0445623,Organism,False,True
1686,pathways,C1704259,Molecular Function,CONCEPTUAL_PART_OF,b-cell activation,C1155003,Cell Function,False,True
1687,cytokines,C0079189,"Amino Acid, Peptide, or Protein",CAUSES,response,C0871261,Organism Attribute,False,True
1693,cells,C0007634,Cell,EXHIBITS,switching,C0017373,Gene or Genome,False,True
1693,cells,C0007634,Cell,EXHIBITS,maturation,C0678723,Organism Function,False,True
1693,isotypes,C0021017,"Amino Acid, Peptide, or Protein",IS_A,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
1693,igg,C0020852,"Amino Acid, Peptide, or Protein",CAUSES,complement,C0009498,"Amino Acid, Peptide, or Protein",False,True
1693,igm,C0020861,"Amino Acid, Peptide, or Protein",CAUSES,complement,C0009498,"Amino Acid, Peptide, or Protein",False,True
1693,iga,C0020835,"Amino Acid, Peptide, or Protein",PERFORMS,immunity,C0020964,Organ or Tissue Function,False,True
1694,polysaccharide,C0032594,Organic Chemical,CONTAINS,antigenic determinants,C0003316,Immunologic Factor,False,True
1694,lipid antigens,C0003320,Immunologic Factor,CONTAINS,antigenic determinants,C0003316,Immunologic Factor,False,True
1694,epitopes,C0003316,Immunologic Factor,INTERACTS_WITH,b cell,C0004561,Cell,False,True
1694,epitopes,C0003316,Immunologic Factor,CAUSES,b-cell activation,C1155003,Cell Function,False,True
1695,cd4+ t cells,C0039215,Cell,AFFECTS,b cells,C0004561,Cell,False,True
1695,b cells,C0004561,Cell,IS_A,apcs,C0033036,Disease or Syndrome,False,True
1695,peptides,C0030956,"Amino Acid, Peptide, or Protein",PHYSICALLY_RELATED_TO,class ii mhc molecules,C0019630,"Amino Acid, Peptide, or Protein",False,True
1695,cd40l,C0167627,"Amino Acid, Peptide, or Protein",CAUSES,b cells,C0004561,Cell,False,True
1695,cytokines,C0079189,"Amino Acid, Peptide, or Protein",CAUSES,b cells,C0004561,Cell,False,True
1696,antibodies,C0003241,"Amino Acid, Peptide, or Protein",CONCEPTUALLY_RELATED_TO,cell surface antibodies,C0699040,Cell Component,False,True
1696,b-cell antigen receptors,C0034789,"Amino Acid, Peptide, or Protein",IS_A,cell surface antibodies,C0699040,Cell Component,False,True
1696,polysaccharides,C0032594,Organic Chemical,CAUSES,igm antibody,C0020861,"Amino Acid, Peptide, or Protein",False,True
1696,lipids,C0023779,Organic Chemical,CAUSES,igm antibody,C0020861,"Amino Acid, Peptide, or Protein",False,True
1696,protein antigens,C0003320,Immunologic Factor,CAUSES,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
1696,ige,C0020846,"Amino Acid, Peptide, or Protein",IS_A,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
1696,antibodies,C0003241,"Amino Acid, Peptide, or Protein",PERFORMS,opsonization,C1159762,Cell Function,False,True
1696,igg,C0020852,"Amino Acid, Peptide, or Protein",EXHIBITS,transplacental transfer,C0597250,Organ or Tissue Function,False,True
1696,ige,C0020846,"Amino Acid, Peptide, or Protein",PHYSICALLY_RELATED_TO,mast cells,C0024880,Cell,False,True
1696,helper t cells,C0018894,Cell,CAUSES,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
1696,b cells,C0004561,Cell,TRAVERSES,follicles,C0221971,"Body Part, Organ, or Organ Component",False,True
1696,b cells,C0004561,Cell,PRODUCES,germinal centers,C0282491,Tissue,False,True
1696,helper t cells,C0018894,Cell,LOCATION_OF,germinal centers,C0282491,Tissue,False,True
1696,follicular helper t (tfh) cells,C5392114,Cell,IS_A,helper t cells,C0018894,Cell,False,True
1699,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,microbes,C0445623,Organism,False,True
1700,igg antibodies coat,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,microbes,C0445623,Organism,False,True
1700,igg antibodies coat,C0003241,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,phagocytosis,C0031308,Cell Function,False,True
1700,neutrophils,C0027950,Cell,IS_A,phagocytes,C0031307,Cell,False,True
