:START_ID,:END_ID,:TYPE
C4331441,C0005775,DETECT_IN
C0431085,C5554878,CIRCULATE_AS
C0431085,C1704212,FORM
C0431085,C0013879,AGGREGATE_WITH
C0431085,C0013879,ADHERE_TO
C0005821,C0013879,BE_A_TYPE_OF
C0334227,C0005775,ACCESS
C0334227,C0005775,LEAVE
C0334227,C0205145,INVADE
C0334227,C0205145,GROW_AT
C0006826,C0231185,BE
C1257900,C3245505,LIMIT
C0431085,C0007634,VULNERABLE_TO
C4330475,C0431085,DESTROY
C0001511,C0431085,DIFFICULT_FOR
C0040300,C0431085,DIFFICULT_FOR
C0007634,C0001511,EASIER_THAN
C0007634,C0040300,EASIER_THAN
C0431085,C0205145,DIFFICULT_TO_GROW_IN
C0927195,C0018270,CAUSE
C0007634,C0018270,CAUSE
C0007634,C0018270,CAUSE
C0024874,C0038952,BE
C1513276,C0022023,SURVIVE
C0024874,C0025202,DESCRIBE_IN
C0024874,C0678222,DESCRIBE_IN
C0024874,C0600139,DESCRIBE_IN
C0007634,C0027627,DEFENSE_AGAINST
C0006826,C0027627,PRODUCE
C0027627,C0205225,APPEAR_AT_SITE_RELATED_TO
C0027627,C0205225,APPEAR_AT_SITE_RELATED_TO
C0027627,C0040300,APPEAR_AT_SITE_RELATED_TO
C0027627,C0489802,OCCUR_IN
C0027627,C0023884,OCCUR_IN
C0027627,C0024109,OCCUR_IN
C1704259,C0037775,DO_NOT_WHOLLY_EXPLAIN
C0600139,C0005931,SPREAD_TO
C0007121,C0001625,TEND_TO_INVOLVE
C0007121,C0006104,TEND_TO_INVOLVE
C0027819,C0023884,SPREAD_TO
C0027819,C0262950,SPREAD_TO
C0178784,C0441712,RELATE_TO
C0006826,C0012634,BE_A
C0006826,C2985436,CAUSE_BY
C2985436,C0029016,LOCATE_IN
C2985436,C0079427,LOCATE_IN
C0006826,C0026882,ACCUMULATE
C0006826,C0001779,CAUSE_BY
C0001779,C0038817,INCLUDE
C0001779,C0037369,INCLUDE
C0026882,C0033684,GENERATE
C0033684,C0312555,BE_A
C0020962,C0312555,REACT_TO
C0298973,C0431085,EXPRESS_BY
C0298973,C0020964,STIMULATE
C0012524,C0014442,BE_A
C0012524,C1157720,INVOLVE_IN
C0012524,C0205307,EXPRESS_IN
C0012524,C0025202,EXPRESS_IN
C0020962,C0012524,RESPOND_TO
C1422072,C0017337,ENCODE_BY
C0017337,C0040300,BE_SILENT_IN
C0033684,C0039597,PRESENT_IN
C0033684,C0699040,NOT_EXPRESSED_ON
C0007634,C0242629,RECOGNIZE_BY
C0037868,C0019630,DO_NOT_EXPRESS
C1422072,C0205369,BE
C1422072,C0020964,CAPABLE_OF_STIMULATING
C0041361,C0042736,CONSIST_OF
C0042736,C0334227,EXPRESS_IN
C0334227,C0029017,TRANSFORM_BY
C0003320,C0033684,BE
C0012923,C0021344,INCLUDE
C0012923,C0014644,INCLUDE
C0039195,C0003342,RECOGNIZE
C0227099,C0205263,PLAY_ROLE_IN
C0227099,C0007634,RECOGNIZE_AND_KILL
C0021344,C0302592,ASSOCIATE_WITH
C0014644,C0079731,ASSOCIATE_WITH
C0332281,C0027361,OCCUR_AT_HIGHER_RATES_IN
C0030705,C0007634,HAVE
C0020947,C0007634,INITIATE_BY
C0007634,C0851285,DUE_TO
C0007634,C2350024,DUE_TO
C0007634,C0242184,DUE_TO
C0431085,C0014239,RELEASE
C0014239,C3891560,BE_A
C0014239,C5690798,STIMULATE
C5690798,C0031307,INCLUDE
C5690798,C0003315,INCLUDE
C0007587,C0011306,PHAGOCYTOSED_BY
C0011306,C0746922,MIGRATE_TO
C0011306,C0041361,PRESENT
C0041361,C0019630,PRESENT_IN_CONTEXT_OF
C0027651,C0007634,RECOGNIZE_BY
C0242629,C1879547,BECOME
C0242629,C0205177,DIFFERENTIATE_INTO
C0205177,C0205145,HOME_TO
C0205177,C0431085,RECOGNIZE_AND_KILL
C0431085,C0312555,PRESENT
C0312555,C0019630,PRESENT_IN_CONTEXT_OF
C0018894,C0524637,INDUCE_BY
C1423842,C0024432,ACTIVATE
C1423842,C1261381,CONTRIBUTE_TO
C0871261,C0026428,IMPORTANT_FOR
C0086418,C0439661,FEATURE
C0439661,C0007634,PREVENT
C0441889,C4553328,CORRELATE_WITH
C0007634,C4553328,CORRELATE_WITH
C0022688,C0020964,IMPLICATE_IN
C0237897,C0919350,BE_OF
C0020962,C0006826,CAPABLE_OF
C0020962,C0006826,CAPABLE_OF
C0027651,C0020962,BE_INVISIBLE_TO
C0027651,C1257900,EXPRESS
C0006826,C0020962,DESCRIBE
C0553580,C0020964,AVOID
C0553580,C0020962,MANIPULATE
C0871261,C0027651,BE
C0227099,C0027651,KILL
C0205369,C0027651,MIGRATE_TO
C0205369,C1879547,UNDERGO
C0027651,C0871261,INDUCE
C0431085,C1515926,SHOW
C0026882,C0567416,PREVENT
C0033684,C0039195,INHIBIT
C0033684,C5392070,ACTIVATE
C5392070,C1704259,BE
C1704259,C0020963,MAINTAIN
C1704259,C0871261,CONTROL
C0162638,C0033684,BE_A
C0965245,C0007634,EXPRESS_ON
C0965245,C1418401,ENGAGE
C1418401,C0227099,LOCATE_ON
C0425152,C0205269,CAUSE
C0227099,C0431085,LOSE_ABILITY_TO
C5392070,C0022023,IMPLICATE_IN
C1332802,C0597357,BE_A
C1332802,C0039194,EXPRESS_ON
C1332802,C0007613,INHIBIT
C1155874,C1519680,SHUT_OFF
C1880355,C0003241,LEAD_TO
C0003241,C1155874,BLOCK
C0003241,C0020964,RELEASE_BRAKES_ON
C0028778,C0280100,TREAT
C0028778,C0025202,TREAT
C0028778,C0242379,TREAT
C0028778,C0005684,TREAT
C0028778,C0376545,TREAT
C0028778,C0019829,TREAT
C1155874,C0871261,PREVENT
C0030705,C5436988,DEVELOP
C5436988,C0009319,INCLUDE
C5436988,C4015070,INCLUDE
C5436988,C0003209,CONTROL_BY
C0877373,C4684977,RESPOND_TO
C0020962,C0006826,COMBAT
C0312555,C0027361,IDENTIFY_IN
C0027651,C0312555,USE
C0030705,C4039583,ENGINEER_TO_EXPRESS
C0004381,C1517050,HAVE
C1517050,C0003241,CONSIST_OF
C0003241,C0041361,BIND
C0004381,C1517050,HAVE
C1517050,C0227099,DELIVER_SIGNALS_THAT_ACTIVATE
C0007634,C0431085,KILL
C0007634,C0022023,PRODUCE
C0007634,C0349636,TREAT
C0007634,C0036720,ASSOCIATE_WITH
C0036720,C0030685,RELATE_TO
C0027651,C1257900,RELEASE
C1257900,C4330475,ALTER_FUNCTION_OF
C1257900,C0024432,ALTER_FUNCTION_OF
C1257900,C0024264,ALTER_FUNCTION_OF
C1257900,C0302600,PROMOTE
C1257900,C0225331,PROMOTE
C1257900,C0004651,PROMOTE
C4086555,C0871261,ASSOCIATE_WITH
C4086555,C0043240,INVOLVE_IN
C1257900,C0598934,PROMOTE
C4684977,C0871261,HAVE_UNPREDICTABLE
C0005516,C0681698,NEED_FOR
C0086143,C0020964,GAUGE
C0086143,C0027361,GAUGE
C0013216,C0021081,BE
C4684977,C2699893,MORE_EFFECTIVE_WITH
C2699893,C0431085,DIRECT_AGAINST
C0021083,C0006826,EFFECTIVE_IN
C1308727,C0007634,CAPABLE_OF
C0027651,C0087111,ON_THRESHOLD_OF
C0087111,C0008972,MAKE_POSSIBLE_BY
C0431085,C0020962,RECOGNIZE_BY
C0020962,C0431085,DESTROY
C0026606,C0441712,MEDIATE_BY
C0041361,C0699040,PRESENT_ON
C0041361,C0019630,PRESENT_BY
C0041361,C0085358,RECOGNIZE_BY
C0456387,C0017337,INCLUDE
C0456387,C0033684,INCLUDE
C0456387,C0042776,INCLUDE
C0029017,C0041361,PRODUCE
C0030705,C0678723,HAVE_INCREASED_RISK_FOR
C3825307,C0006826,CAUSE
C0027651,C0020962,AVOID
C0027651,C0205419,AVOID_BY
C0027651,C0567416,AVOID_BY
C0027651,C0017262,AVOID_BY
C0431085,C0040690,EXPRESS
C0431085,C0023688,EXPRESS
C0040690,C0021079,MEDIATE
C0023688,C0021079,MEDIATE
C0003241,C0441712,OVERCOME
C0003241,C0006826,APPROVE_FOR_TREATMENT_OF
C0919532,C0006826,ENABLE
C1515926,C1514562,PRODUCE
C0336535,C0026879,BE
C1268443,C0012860,SENSE_AND_REPAIR
C0014406,C0026879,BE
C0012899,C0017428,MAINTAIN
C0854723,C0033684,INVOLVE
C0027361,C0678723,HAVE_INCREASED_RISK_FOR
C0017337,C0442805,LEAD_TO
C1155661,C0012899,BE_A_TYPE_OF
C0524550,C0012899,BE_A_TYPE_OF
C1158512,C0012899,BE_A_TYPE_OF
C1336076,C0017337,INCUR
C0017337,C0006826,ENABLE
C0017337,C0678723,CONTRIBUTE_TO
C1333990,C0006826,ILLUSTRATE_ROLE_OF
C0039082,C0015576,BE_CHARACTERIZED_BY
C0015576,C0007531,AFFECT
C0015576,C0205107,AFFECT
C0039082,C0043240,RESULT_FROM
C1155661,C0043240,ACT_AS
C1155661,C0150103,CORRECT
C1155661,C0022023,LEAD_TO
C0017337,C0252642,UNDERLIE
C0027361,C0043240,INHERIT
C1333237,C0007634,AFFECT
C1333237,C0017337,ALLOW
C1155661,C0796369,LEAD_TO
C1519302,C0028630,BE
C1519302,C0017428,FIND_THROUGHOUT
C0030705,C0443343,BE
C0030705,C1444754,INCREASE_OR_DECREASE_IN
C0252642,C0006826,ACCOUNT_FOR
C0920269,C1336076,DETECT_IN
C0439661,C0017337,DISRUPT
C0439661,C1336076,CAUSE
C0043346,C3899988,BE_A_TYPE_OF
C0043346,C0012854,CAUSE_BY
C0012854,C0442805,ASSOCIATE_WITH
C0006826,C4331357,ARISE_IN
C0023693,C1709915,CAUSE
C1709915,C0598312,PREVENT
C1709915,C0524550,REPAIR_BY
C0033684,C0524550,INVOLVE_IN
C0028630,C0043346,GIVE_RISE_TO
C0005859,C3899988,BE_A
C0004135,C3899988,BE_A
C0015625,C3899988,BE_A
C3899988,C0025018,CHARACTERIZE_BY
C0005859,C0034538,HYPERSENSITIVE_TO
C0004135,C0034538,HYPERSENSITIVE_TO
C0015625,C0010360,HYPERSENSITIVE_TO
C0015625,C0025033,HYPERSENSITIVE_TO
C3899988,C0006826,PREDISPOSE_TO
C0004135,C1457887,HAVE_FEATURE
C0015625,C0002871,HAVE_FEATURE
C0005859,C0000768,HAVE_FEATURE
C0103097,C0004135,MUTATE_IN
C0103097,C0033640,ENCODE
C0033640,C0012854,IMPORTANT_IN
C0033640,C0079419,DIRECT
C0079419,C1155291,INITIATE
C0034538,C0012860,CAUSE
C1333237,C0006826,ROLE_IN
C0026882,C0006826,ACCOUNT_FOR
C0026882,C4721610,INCREASE_RISK_FOR
C0026882,C0376358,INCREASE_RISK_FOR
C0026882,C0006142,INCREASE_RISK_FOR
C0026882,C0006826,INCREASE_RISK_FOR
C0026882,C0006826,INCREASE_RISK_FOR
C0026882,C0006826,INCREASE_RISK_FOR
C0026882,C0006826,INCREASE_RISK_FOR
C0026882,C0006826,INCREASE_RISK_FOR
C0026882,C0006826,INCREASE_RISK_FOR
C0026882,C0006826,INCREASE_RISK_FOR
C0007634,C0333704,DEVELOP
C0007634,C0205082,DEVELOP
C0376571,C1158513,FUNCTION_IN
C0598034,C1158513,FUNCTION_IN
C0376571,C0033684,FORM_COMPLEX_WITH
C0376571,C1704259,LINK_TO
C0598034,C0015625,MUTATE_IN
C0294028,C1419240,BIND_TO
C1419240,C0599773,REQUIRE_FOR
C0544461,C0678723,LEAD_TO
C0376571,C0346153,LINK_TO
C0598034,C0346153,LINK_TO
C0376571,C0006826,RARELY_INACTIVATED_IN
C0598034,C0006826,RARELY_INACTIVATED_IN
C0003315,C1336076,FREQUENTLY_INACTIVATED_IN
C0079419,C1336076,FREQUENTLY_INACTIVATED_IN
C0851285,C0006826,CAUSE
C0598798,C0006826,BE_A
C0012860,C0699748,PLAY_CENTRAL_ROLE_IN
C0678209,C0034788,RELY_ON
C1512631,C0085218,EXPRESS
C1512631,C1419248,EXPRESS
C0038250,C0085218,EXPRESS
C0038250,C1419248,EXPRESS
C0205615,C1519877,CARRY_OUT
C1519877,C0031843,PERMIT
C1519877,C0031843,PERMIT
C0596981,C1421876,EXPRESS
C0021588,C0205195,CATALYZE
C0021588,C0026882,CATALYZE
C0034788,C0026882,CAUSE
C0021027,C0026882,CAUSE
C1817823,C0026882,CAUSE
C0027361,C0678723,INCREASE_RISK_FOR
C0030705,C1155661,HAVE
C1155661,C0243107,LEAD_TO
C0017428,C0796369,SHOW
C0920269,C0162326,CHARACTERIZE_BY
C0030705,C2984260,HAVE
C0030705,C0006826,INCREASE_RISK_FOR
C0007114,C0205145,LOCATE_IN
C1999002,C0442805,CAUSE
C0041625,C0034286,INDUCE
C0205195,C0005859,CONSTITUTE
C0205195,C0004135,CONSTITUTE
C0205195,C0015625,CONSTITUTE
C0005859,C0025018,CHARACTERIZE_BY
C0004135,C0025018,CHARACTERIZE_BY
C0015625,C0025018,CHARACTERIZE_BY
C0034538,C0012854,BE_A
C0376571,C0346153,MUTATE_IN
C0598034,C0346153,MUTATE_IN
C0376571,C0012854,INVOLVE_IN
C0598034,C0012854,INVOLVE_IN
C0026882,C0017337,IMPORTANT_IN
C0085218,C0919532,INDUCE
C1419248,C0919532,INDUCE
C0021588,C0919532,INDUCE
C0677898,C0021376,PROVOKE
C0021368,C0449913,CAUSE
C0021368,C0002871,CAUSE
C0021368,C0015672,CAUSE
C0021368,C0006625,CAUSE
C0440752,C2936626,MODIFY
C0440752,C0522501,ENABLE
C0440752,C0431085,INTERACT_WITH
C0440752,C0007634,AFFECT
C0007634,C4277548,INCLUDE
C0007634,C0225336,INCLUDE
C0034693,C0018284,SECRETE
C0162597,C0018284,SECRETE
C0018284,C0242275,INCLUDE
C0030940,C0018284,LIBERATE
C0030940,C0015350,ACT_ON
C0007634,C0007634,SUPPRESS
C0007634,C0007634,SUPPRESS
C0030940,C0440752,RELEASE_BY
C0030940,C0007578,DEGRADE
C0567416,C1706912,REMOVE
C0025255,C0872097,LEAD_TO
C0037420,C0872097,LEAD_TO
C0872097,C0162638,BE_A
C3891660,C0872097,PREVENT
C3891660,C0007578,EXPRESS
C0007578,C0021701,INCLUDE
C0021701,C0037420,PROMOTE
C0440752,C1257900,RELEASE
C1257900,C0078058,INCLUDE
C0078058,C0302600,STIMULATE
C0030940,C0024432,RELEASE_FROM
C0030940,C1880263,FOSTER
C0030940,C0015350,REMODEL
C0812246,C0007608,STIMULATE
C0242275,C0007608,STIMULATE
C1257900,C0162597,RELEASE_FROM
C1257900,C0040690,INCLUDE
C0040690,C1523298,PROMOTE
C1523298,C1269955,BE_A_KEY_EVENT_IN
C1523298,C0027627,BE_A_KEY_EVENT_IN
C1948047,C0024432,RELEASE_BY
C1948047,C0162597,RELEASE_BY
C1948047,C0014406,CONTRIBUTE_TO
C1948047,C0040690,INCLUDE
C0040690,C0220905,FAVOR
C0040690,C0007634,SUPPRESS
C0877373,C4086555,CONTAIN
C4086555,C0004651,BE_A_TYPE_OF
C4086555,C0079189,PRODUCE
C0079189,C0302600,PROMOTE
C0079189,C1326347,PROMOTE
C0079189,C0733755,PROMOTE
C0302600,C0677898,OBSERVE_IN
C1326347,C0677898,OBSERVE_IN
C0733755,C0677898,OBSERVE_IN
C0302600,C0043240,OBSERVE_IN
C1326347,C0043240,OBSERVE_IN
C0733755,C0043240,OBSERVE_IN
C0087111,C0205263,DIRECT_AT
C0184661,C0004057,INVOLVE
C0184661,C1257954,INVOLVE
C0004057,C0392756,ASSOCIATE_WITH
C1257954,C0392756,ASSOCIATE_WITH
C0522501,C0087111,PROVIDE_ROAD_MAP_FOR
C0304231,C0006826,TREAT
C0085169,C0006826,BE_ETIOLOGY_OF
C0085169,C1883709,INFLICT
C1883709,C0596263,CONTRIBUTE_TO
C0220806,C0085169,BE_A
C0542479,C0085169,BE_A
C0025018,C0085169,BE_A
C0220806,C0006826,CAUSE
C0542479,C0006826,CAUSE
C0029017,C0017337,INVOLVE_IN
C0029017,C0027651,INVOLVE_IN
C0085169,C0262496,PRODUCE
C0262496,C0597032,CHARACTERISTIC_OF
C0332157,C0864963,CAUSE
C0864963,C1420193,AFFECT
C0220806,C1707283,BE
C2916831,C0034802,INHIBIT
C0243077,C0598754,INHIBIT
C1515259,C0087071,INHIBIT
C1516044,C0162638,PROMOTE
C0003211,C0021368,INHIBIT
C1710082,C0006826,BE_A_HALLMARK_OF
C0017337,C0006826,BE_A_HALLMARK_OF
C1879547,C0006826,BE_A_HALLMARK_OF
C0007634,C0006826,BE_A_HALLMARK_OF
C0007634,C0006826,BE_A_HALLMARK_OF
C0598312,C0006826,BE_A_HALLMARK_OF
C0021368,C0006826,BE_A_HALLMARK_OF
C0919418,C0243045,INHIBIT
C1879547,C0020962,ACTIVATE
C0037083,C3271788,INHIBIT
C0243077,C0812222,INHIBIT
C0243077,C0021760,INHIBIT
C0151686,C0006826,BE_A_HALLMARK_OF
C1261381,C0006826,BE_A_HALLMARK_OF
C0017428,C0006826,BE_A_HALLMARK_OF
C5235658,C0522501,TARGET
C0522501,C0003243,DESCRIBE_BY
C0522501,C0014239,DESCRIBE_BY
C0001271,C1707283,BE
C0001271,C0007090,BE
C0002073,C0003392,BE_A_TYPE_OF
C0002073,C0001271,BE_A_TYPE_OF
C0003392,C0006826,CURE
C0003392,C0019829,CURE
C0003392,C0006826,EVOKE
C0003392,C0023418,EVOKE
C0001271,C1709246,USE_FOR
C0001271,C0003873,USE_FOR
C0001271,C0018188,USE_FOR
C0001271,C0006826,INDUCE
C0220806,C0333052,REQUIRE
C0333052,C0007090,LEAD_TO
C0032457,C0007090,BE_A_TYPE_OF
C0032457,C0006434,CREATE_BY
C0032457,C0520510,CREATE_BY
C0032457,C0520510,CREATE_BY
C0005052,C0007090,BE_A
C0007090,C0006826,IMPLICATE_IN
C0085624,C0006826,RESPONSIBLE_FOR
C0032457,C0301429,PRODUCE_FROM
C0032457,C0013470,PRODUCE_DURING
C0032457,C0013470,PRESENT_IN
C0032457,C0016163,PRESENT_IN
C0010583,C4316305,BE_A_TYPE_OF
C0008163,C4316305,BE_A_TYPE_OF
C0028210,C4316305,BE_A_TYPE_OF
C0220794,C0007090,BE_A
C0220794,C0007090,BE_A
C0050385,C0007090,BE_A
C0025646,C0007090,BE_A
C0000677,C0007090,BE_A
C0682958,C0001271,BE_A_CLASS_OF
C0002482,C0001271,BE_A_CLASS_OF
C0301161,C0001271,BE_A_CLASS_OF
C0028197,C0220806,BE_A
C0002482,C0220806,BE_A
C0042684,C0220806,BE_A
C0028013,C0220806,BE_A
C0008574,C0220806,BE_A
C0021576,C0220806,BE_A
C0392419,C0220806,BE_A
C0032447,C0220806,BE_A
C0005052,C0014630,METABOLIZE_TO
C0014630,C0596040,FORM
C0596040,C0012854,FORM_WITH
C0596040,C0035668,FORM_WITH
C0596040,C0033684,FORM_WITH
C0682958,C0001271,CONSTITUTE
C0301161,C0001271,CONSTITUTE
C0000300,C0442805,CAUSE
C0000300,C0596089,AFFECT
C0000300,C0035918,AFFECT
C0001271,C0025513,REQUIRE
C0025513,C0012854,CONVERT_TO
C1704259,C0025513,INVOLVE_IN
C0030054,C1704259,MEDIATE
C0017337,C0014442,ENCODE
C0017337,C1882417,BE
C0243102,C0027361,VARY_AMONG
C1414672,C0014442,DEPEND_ON
C0314603,C0596244,MAY_ASSESS
C0085180,C0205296,BE_A
C0085180,C0080194,PRODUCE_BY
C0004034,C0369241,BE_A
C0369241,C1698986,GROW_ON
C0369241,C1698986,GROW_ON
C0441889,C0007634,CORRELATE_WITH
C0042684,C3245505,BE_A
C0003818,C3245505,BE_A
C0028013,C3245505,BE_A
C0008574,C3245505,BE_A
C0021576,C3245505,BE_A
C0392419,C3245505,BE_A
C0032447,C3245505,BE_A
C0028137,C0016485,USE_AS
C0028137,C0022023,CAUSE
C0002508,C0016452,CONTAIN_IN
C0028197,C0022023,FORM_BY
C0028197,C1707283,SUSPECT_TO_BE
C0007621,C0086860,ENHANCE_BY
C0086860,C0334094,STIMULATE
C0002073,C0001271,BE_A_TYPE_OF
C0001271,C0086418,BE_A_TYPE_OF
C0220794,C0001271,BE_A_TYPE_OF
C0301161,C0001271,BE_A_TYPE_OF
C0001734,C0001271,BE_A_TYPE_OF
C0001271,C0086418,BE_A_TYPE_OF
C0041370,C0086418,BE_A_TYPE_OF
C0041370,C0596290,STIMULATE
C0334094,C0086860,OCCUR_THROUGH
C0334094,C4552279,SECONDARY_TO
C0334094,C0017337,SECONDARY_TO
C0034519,C0007090,BE_A
C0023693,C0034519,BE_A_SOURCE_OF
C1306645,C0034519,BE_A_SOURCE_OF
C0028576,C0034519,BE_A_SOURCE_OF
C0034595,C0034519,BE_A_SOURCE_OF
C0205177,C0242379,HAVE_INCREASED_INCIDENCE_OF
C1955852,C0442805,CAUSE
C1955852,C0442805,CAUSE
C1955852,C0442805,CAUSE
C1955852,C0442805,CAUSE
C1955852,C0442805,CAUSE
C1449773,C0006826,CAUSE
C0521447,C0442805,WILL_RESULT_IN
C0087111,C0238463,CAN_CAUSE
C0871161,C1280500,RELATE_TO
C0034538,C0376628,CAUSE
C0034538,C1515001,CAUSE
C1515001,C0040715,INCLUDE
C1515001,C3481518,INCLUDE
C0034538,C0162735,CAUSE
C1511667,C0012860,BE_A_FORM_OF
C1511667,C0034519,CAUSE_BY
C0041625,C0596263,HAVE_ONCOGENIC_EFFECT_ON
C0012899,C0596263,BE_IMPORTANT_IN
C0205296,C0007114,CAN_CAUSE
C0007114,C0025202,INCLUDE
C0007114,C0007137,INCLUDE
C0007114,C4721806,INCLUDE
C0699893,C0332157,ASSOCIATE_WITH
C0025202,C0332157,ASSOCIATE_WITH
C0041625,C0012854,DAMAGE
C0041625,C0034286,FORM
C0034286,C0012860,BE_A_TYPE_OF
C0010957,C2984260,REPAIR_BY
C0332157,C0012899,OVERWHELM
C0332157,C0007114,RESULT_IN
C0043346,C2984260,HAVE_DEFECT_IN
C0043346,C0442805,CAUSE
C0034538,C0376628,CAUSE
C0034538,C1515001,CAUSE
C0034538,C0162735,CAUSE
C0376628,C0029016,MAY_AFFECT
C1515001,C0029016,MAY_AFFECT
C0162735,C0029016,MAY_AFFECT
C0017337,C0596263,DRIVE
C0023693,C0220781,INDUCE
C0220781,C0026882,LEAD_TO
C0026882,C0007137,CAN_CAUSE
C0026882,C0444099,CAN_CAUSE
C0012923,C0003062,BE
C0035691,C0003062,BE
C0079488,C0024623,HAVE_ROLE_IN
C0023418,C0017337,IMPLICATE_IN
C0020094,C1012339,BE_A
C0020094,C0023493,CAUSE
C0023493,C0022341,BE_ENDEMIC_IN
C0023493,C0043122,BE_ENDEMIC_IN
C0023493,C0037713,BE_ENDEMIC_IN
C0023493,C0001737,BE_ENDEMIC_IN
C0023493,C0041703,BE_FOUND_IN
C0020094,C0022023,INFECT
C0020094,C0039215,HAVE_TROPISM_FOR
C0039215,C0007621,BE_TARGET_FOR
C0009450,C0009253,REQUIRE_TRANSMISSION_VIA
C0009450,C0456388,REQUIRE_TRANSMISSION_VIA
C0009450,C0006147,REQUIRE_TRANSMISSION_VIA
C0023418,C0027361,DEVELOP_IN
C0023418,C0439234,DEVELOP_AFTER
C0024264,C0598766,BE_NECESSARY_FOR
C0020094,C0029016,DO_NOT_CONTAIN
C0085224,C0007634,SHOW
C0017428,C0242961,CONTAIN
C0017428,C0242961,CONTAIN
C0017428,C0242961,CONTAIN
C0017428,C0242961,CONTAIN
C0017428,C0079428,CONTAIN
C0039371,C0079428,BE_PRODUCT_OF
C1510411,C0039371,BE_ATTRIBUTABLE_TO
C0039371,C0042774,BE_ESSENTIAL_FOR
C0039371,C0040649,STIMULATE
C0039371,C0017337,ALTER
C0039371,C0033684,INTERACT_WITH
C0039371,C0522501,CONTRIBUTE_TO
C0039371,C0044602,INTERACT_WITH
C0039371,C1332447,STIMULATE
C1332447,C0007620,PROMOTE
C1332447,C1515926,PROMOTE
C0039371,C0017262,UPREGULATES
C0039371,C0017262,REPRESS
C0851285,C1516334,PROMOTE
C0039371,C0040648,ACTIVATE
C0677517,C0038952,PROMOTE
C0677517,C0038952,PROMOTE
C0039371,C0919532,CAUSE
C0039371,C0031843,INTERFERE_WITH
C0039371,C0007586,INHIBIT
C0023493,C0205250,TEND_TO_BE
C0022023,C0032659,CAUSE
C0039371,C0596290,HAVE_STIMULATORY_EFFECTS_ON
C1155046,C0026882,BE_AT_INCREASED_RISK_FOR
C1155046,C0919532,BE_AT_INCREASED_RISK_FOR
C1444783,C0026882,ALLOW
C1711381,C0032659,LEAD_TO
C2985436,C1514762,ENHANCE
C2985436,C1879547,STIMULATE
C0020094,C0023493,CAUSE
C0023493,C0022341,BE_ENDEMIC_IN
C0023493,C0332297,BE_ENDEMIC_IN
C0017428,C0033684,ENCODE
C0039371,C0334094,STIMULATE
C0039371,C0007620,ENHANCE
C0039371,C1155872,INTERFERE_WITH
C1155046,C0027627,BE_AT_INCREASED_RISK_FOR
C0027627,C0018270,MAY_LEAD_TO
C0021344,C0007634,IMMORTALIZE
C0021344,C0007634,IMMORTALIZE
C0021344,C0334094,REMOVE
C0021344,C0334094,REMOVE
C0021344,C0086418,BE_ASSOCIATED_WITH
C0014644,C0086418,BE_ASSOCIATED_WITH
C0376526,C0086418,BE_ASSOCIATED_WITH
C4687416,C0086418,BE_ASSOCIATED_WITH
C0205832,C0086418,BE_ASSOCIATED_WITH
C0019169,C0086418,BE_ASSOCIATED_WITH
C0376526,C0036220,BE_ASSOCIATED_WITH
C0205832,C0007129,BE_ASSOCIATED_WITH
C0019196,C0160390,BE_ASSOCIATED_WITH
C0019196,C0279000,BE_ASSOCIATED_WITH
C0019163,C0160390,BE_ASSOCIATED_WITH
C0019163,C0279000,BE_ASSOCIATED_WITH
C0014644,C0343640,CONTRIBUTE_TO
C0006413,C1709160,BE_A
C0014644,C0006413,INDUCE
C0006413,C1615608,BE
C0024530,C0020987,IMPAIR
C0221099,C0334094,ALLOW
C0039195,C0007634,ELIMINATE
C0026882,C0883208,LEAD_TO_EMERGENCE_OF
C0040715,C0086661,ACTIVATE
C0343640,C0014644,UNRELATED_TO
C0027651,C4287935,POSSESS
C0040715,C0086661,DYSREGULATE
C0024202,C0441712,TRIGGER_BY
C0024202,C1704259,DEVELOP_THROUGH
C0014644,C4725699,PLAY_ONCOGENIC_ROLE_IN
C0001175,C0007634,LEAD_TO_DEVELOPMENT_OF
C0021079,C0007634,LEAD_TO_DEVELOPMENT_OF
C0007634,C0040715,LACK
C0007634,C1334346,EXPRESS
C0007634,C3641847,EXPRESS
C1334346,C0003320,BE
C3641847,C0003320,BE
C0039195,C1334346,RECOGNIZE
C0039195,C3641847,RECOGNIZE
C0031843,C0334094,SUBDUE
C0013227,C0007613,RESTORE
C2931822,C0009450,ASSOCIATE_WITH
C2931822,C1710133,BE_ENDEMIC_IN
C2931822,C1420193,BE_ENDEMIC_IN
C2931822,C0032659,BE_ENDEMIC_IN
C2931822,C0014644,CONTAIN
C0014644,C2931822,HAVE_CENTRAL_ROLE_IN
C0017397,C0678723,CONTRIBUTE_TO
C1516998,C0678723,CONTRIBUTE_TO
C1334346,C2931822,EXPRESS_IN
C1334346,C1704259,ACTIVATE
C0677517,C0078058,UPREGULATES_EXPRESSION_OF
C0677517,C0623362,UPREGULATES_EXPRESSION_OF
C0078058,C0007621,CONTRIBUTE_TO
C0623362,C0007621,CONTRIBUTE_TO
C0019829,C0014644,ASSOCIATE_WITH
C0021344,C0205183,ASSOCIATE_WITH
C0021344,C0007847,ASSOCIATE_WITH
C5668307,C0017262,RELATE_TO
C5668307,C0017262,RELATE_TO
C4521834,C0079427,BIND_TO
C4521536,C0079427,BIND_TO
C4521834,C0079427,NEUTRALIZE_FUNCTION_OF
